reference_index,celltype,tech
9275,beta,inDrop4
9276,alpha,inDrop4
9277,alpha,inDrop4
9278,activated_stellate,inDrop4
9279,ductal,inDrop4
9280,alpha,inDrop4
9281,beta,inDrop4
9282,beta,inDrop4
9283,alpha,inDrop4
9284,delta,inDrop4
9285,beta,inDrop4
9286,ductal,inDrop4
9287,beta,inDrop4
9288,beta,inDrop4
9289,beta,inDrop4
9290,beta,inDrop4
9291,alpha,inDrop4
9292,beta,inDrop4
9293,alpha,inDrop4
9294,delta,inDrop4
9295,gamma,inDrop4
9296,beta,inDrop4
9297,beta,inDrop4
9298,alpha,inDrop4
9299,alpha,inDrop4
9300,delta,inDrop4
9301,alpha,inDrop4
9302,gamma,inDrop4
9303,beta,inDrop4
9304,beta,inDrop4
9305,beta,inDrop4
9306,ductal,inDrop4
9307,activated_stellate,inDrop4
9308,beta,inDrop4
9309,ductal,inDrop4
9310,beta,inDrop4
9311,beta,inDrop4
9312,beta,inDrop4
9313,delta,inDrop4
9314,beta,inDrop4
9315,alpha,inDrop4
9316,beta,inDrop4
9317,beta,inDrop4
9318,beta,inDrop4
9319,beta,inDrop4
9320,ductal,inDrop4
9321,beta,inDrop4
9322,beta,inDrop4
9323,alpha,inDrop4
9324,beta,inDrop4
9325,beta,inDrop4
9326,delta,inDrop4
9327,ductal,inDrop4
9328,alpha,inDrop4
9329,ductal,inDrop4
9330,beta,inDrop4
9331,alpha,inDrop4
9332,endothelial,inDrop4
9333,beta,inDrop4
9334,beta,inDrop4
9335,alpha,inDrop4
9336,beta,inDrop4
9337,beta,inDrop4
9338,beta,inDrop4
9339,beta,inDrop4
9340,beta,inDrop4
9341,beta,inDrop4
9342,alpha,inDrop4
9343,beta,inDrop4
9344,beta,inDrop4
9345,ductal,inDrop4
9346,ductal,inDrop4
9347,activated_stellate,inDrop4
9348,alpha,inDrop4
9349,alpha,inDrop4
9350,alpha,inDrop4
9351,beta,inDrop4
9352,beta,inDrop4
9353,ductal,inDrop4
9354,activated_stellate,inDrop4
9355,alpha,inDrop4
9356,gamma,inDrop4
9357,quiescent_stellate,inDrop4
9358,beta,inDrop4
9359,ductal,inDrop4
9360,delta,inDrop4
9361,beta,inDrop4
9362,ductal,inDrop4
9363,beta,inDrop4
9364,alpha,inDrop4
9365,gamma,inDrop4
9366,beta,inDrop4
9367,alpha,inDrop4
9368,beta,inDrop4
9369,ductal,inDrop4
9370,beta,inDrop4
9371,gamma,inDrop4
9372,beta,inDrop4
9373,ductal,inDrop4
9374,beta,inDrop4
9375,ductal,inDrop4
9376,ductal,inDrop4
9377,gamma,inDrop4
9378,activated_stellate,inDrop4
9379,alpha,inDrop4
9380,alpha,inDrop4
9381,beta,inDrop4
9382,beta,inDrop4
9383,beta,inDrop4
9384,alpha,inDrop4
9385,beta,inDrop4
9386,alpha,inDrop4
9387,alpha,inDrop4
9388,alpha,inDrop4
9389,beta,inDrop4
9390,alpha,inDrop4
9391,gamma,inDrop4
9392,endothelial,inDrop4
9393,beta,inDrop4
9394,alpha,inDrop4
9395,gamma,inDrop4
9396,beta,inDrop4
9397,beta,inDrop4
9398,beta,inDrop4
9399,ductal,inDrop4
9400,activated_stellate,inDrop4
9401,delta,inDrop4
9402,activated_stellate,inDrop4
9403,ductal,inDrop4
9404,beta,inDrop4
9405,alpha,inDrop4
9406,beta,inDrop4
9407,beta,inDrop4
9408,beta,inDrop4
9409,beta,inDrop4
9410,beta,inDrop4
9411,beta,inDrop4
9412,gamma,inDrop4
9413,activated_stellate,inDrop4
9414,ductal,inDrop4
9415,alpha,inDrop4
9416,beta,inDrop4
9417,beta,inDrop4
9418,alpha,inDrop4
9419,beta,inDrop4
9420,beta,inDrop4
9421,beta,inDrop4
9422,beta,inDrop4
9423,beta,inDrop4
9424,gamma,inDrop4
9425,alpha,inDrop4
9426,alpha,inDrop4
9427,ductal,inDrop4
9428,beta,inDrop4
9429,beta,inDrop4
9430,beta,inDrop4
9431,beta,inDrop4
9432,beta,inDrop4
9433,ductal,inDrop4
9434,beta,inDrop4
9435,ductal,inDrop4
9436,beta,inDrop4
9437,delta,inDrop4
9438,beta,inDrop4
9439,beta,inDrop4
9440,delta,inDrop4
9441,ductal,inDrop4
9442,beta,inDrop4
9443,alpha,inDrop4
9444,beta,inDrop4
9445,beta,inDrop4
9446,beta,inDrop4
9447,ductal,inDrop4
9448,alpha,inDrop4
9449,beta,inDrop4
9450,beta,inDrop4
9451,ductal,inDrop4
9452,alpha,inDrop4
9453,beta,inDrop4
9454,alpha,inDrop4
9455,activated_stellate,inDrop4
9456,activated_stellate,inDrop4
9457,delta,inDrop4
9458,beta,inDrop4
9459,beta,inDrop4
9460,beta,inDrop4
9461,ductal,inDrop4
9462,beta,inDrop4
9463,ductal,inDrop4
9464,beta,inDrop4
9465,alpha,inDrop4
9466,ductal,inDrop4
9467,alpha,inDrop4
9468,gamma,inDrop4
9469,alpha,inDrop4
9470,beta,inDrop4
9471,ductal,inDrop4
9472,beta,inDrop4
9473,ductal,inDrop4
9474,beta,inDrop4
9475,t_cell,inDrop4
9476,alpha,inDrop4
9477,gamma,inDrop4
9478,delta,inDrop4
9479,endothelial,inDrop4
9480,alpha,inDrop4
9481,alpha,inDrop4
9482,gamma,inDrop4
9483,beta,inDrop4
9484,beta,inDrop4
9485,quiescent_stellate,inDrop4
9486,macrophage,inDrop4
9487,gamma,inDrop4
9488,alpha,inDrop4
9489,beta,inDrop4
9490,beta,inDrop4
9491,ductal,inDrop4
9492,ductal,inDrop4
9493,beta,inDrop4
9494,beta,inDrop4
9495,alpha,inDrop4
9496,beta,inDrop4
9497,ductal,inDrop4
9498,alpha,inDrop4
9499,ductal,inDrop4
9500,alpha,inDrop4
9501,activated_stellate,inDrop4
9502,ductal,inDrop4
9503,ductal,inDrop4
9504,beta,inDrop4
9505,beta,inDrop4
9506,ductal,inDrop4
9507,ductal,inDrop4
9508,ductal,inDrop4
9509,ductal,inDrop4
9510,beta,inDrop4
9511,delta,inDrop4
9512,delta,inDrop4
9513,beta,inDrop4
9514,ductal,inDrop4
9515,ductal,inDrop4
9516,beta,inDrop4
9517,ductal,inDrop4
9518,ductal,inDrop4
9519,beta,inDrop4
9520,ductal,inDrop4
9521,beta,inDrop4
9522,ductal,inDrop4
9523,ductal,inDrop4
9524,ductal,inDrop4
9525,beta,inDrop4
9526,ductal,inDrop4
9527,delta,inDrop4
9528,alpha,inDrop4
9529,ductal,inDrop4
9530,ductal,inDrop4
9531,ductal,inDrop4
9532,activated_stellate,inDrop4
9533,beta,inDrop4
9534,beta,inDrop4
9535,delta,inDrop4
9536,beta,inDrop4
9537,ductal,inDrop4
9538,beta,inDrop4
9539,delta,inDrop4
9540,ductal,inDrop4
9541,alpha,inDrop4
9542,delta,inDrop4
9543,beta,inDrop4
9544,ductal,inDrop4
9545,delta,inDrop4
9546,beta,inDrop4
9547,ductal,inDrop4
9548,delta,inDrop4
9549,beta,inDrop4
9550,beta,inDrop4
9551,beta,inDrop4
9552,ductal,inDrop4
9553,ductal,inDrop4
9554,ductal,inDrop4
9555,ductal,inDrop4
9556,delta,inDrop4
9557,alpha,inDrop4
9558,ductal,inDrop4
9559,delta,inDrop4
9560,beta,inDrop4
9561,beta,inDrop4
9562,delta,inDrop4
9563,ductal,inDrop4
9564,ductal,inDrop4
9565,delta,inDrop4
9566,ductal,inDrop4
9567,delta,inDrop4
9568,activated_stellate,inDrop4
9569,alpha,inDrop4
9570,beta,inDrop4
9571,ductal,inDrop4
9572,ductal,inDrop4
9573,macrophage,inDrop4
9574,beta,inDrop4
9575,beta,inDrop4
9576,beta,inDrop4
9577,beta,inDrop4
9578,ductal,inDrop4
9579,delta,inDrop4
9580,ductal,inDrop4
9581,activated_stellate,inDrop4
9582,alpha,inDrop4
9583,delta,inDrop4
9584,ductal,inDrop4
9585,ductal,inDrop4
9586,beta,inDrop4
9587,beta,inDrop4
9588,ductal,inDrop4
9589,delta,inDrop4
9590,beta,inDrop4
9591,alpha,inDrop4
9592,delta,inDrop4
9593,gamma,inDrop4
9594,beta,inDrop4
9595,ductal,inDrop4
9596,alpha,inDrop4
9597,alpha,inDrop4
9598,beta,inDrop4
9599,activated_stellate,inDrop4
9600,beta,inDrop4
9601,beta,inDrop4
9602,delta,inDrop4
9603,beta,inDrop4
9604,alpha,inDrop4
9605,ductal,inDrop4
9606,beta,inDrop4
9607,alpha,inDrop4
9608,beta,inDrop4
9609,ductal,inDrop4
9610,beta,inDrop4
9611,alpha,inDrop4
9612,beta,inDrop4
9613,ductal,inDrop4
9614,beta,inDrop4
9615,ductal,inDrop4
9616,delta,inDrop4
9617,beta,inDrop4
9618,alpha,inDrop4
9619,delta,inDrop4
9620,delta,inDrop4
9621,beta,inDrop4
9622,ductal,inDrop4
9623,alpha,inDrop4
9624,delta,inDrop4
9625,beta,inDrop4
9626,beta,inDrop4
9627,alpha,inDrop4
9628,quiescent_stellate,inDrop4
9629,alpha,inDrop4
9630,beta,inDrop4
9631,activated_stellate,inDrop4
9632,ductal,inDrop4
9633,alpha,inDrop4
9634,ductal,inDrop4
9635,beta,inDrop4
9636,alpha,inDrop4
9637,alpha,inDrop4
9638,ductal,inDrop4
9639,ductal,inDrop4
9640,ductal,inDrop4
9641,alpha,inDrop4
9642,alpha,inDrop4
9643,alpha,inDrop4
9644,beta,inDrop4
9645,beta,inDrop4
9646,delta,inDrop4
9647,ductal,inDrop4
9648,beta,inDrop4
9649,beta,inDrop4
9650,ductal,inDrop4
9651,beta,inDrop4
9652,beta,inDrop4
9653,ductal,inDrop4
9654,gamma,inDrop4
9655,ductal,inDrop4
9656,alpha,inDrop4
9657,delta,inDrop4
9658,beta,inDrop4
9659,beta,inDrop4
9660,beta,inDrop4
9661,beta,inDrop4
9662,alpha,inDrop4
9663,delta,inDrop4
9664,beta,inDrop4
9665,beta,inDrop4
9666,beta,inDrop4
9667,ductal,inDrop4
9668,ductal,inDrop4
9669,ductal,inDrop4
9670,delta,inDrop4
9671,beta,inDrop4
9672,alpha,inDrop4
9673,alpha,inDrop4
9674,delta,inDrop4
9675,ductal,inDrop4
9676,ductal,inDrop4
9677,beta,inDrop4
9678,beta,inDrop4
9679,alpha,inDrop4
9680,gamma,inDrop4
9681,beta,inDrop4
9682,alpha,inDrop4
9683,delta,inDrop4
9684,alpha,inDrop4
9685,beta,inDrop4
9686,delta,inDrop4
9687,ductal,inDrop4
9688,ductal,inDrop4
9689,beta,inDrop4
9690,ductal,inDrop4
9691,beta,inDrop4
9692,alpha,inDrop4
9693,alpha,inDrop4
9694,ductal,inDrop4
9695,beta,inDrop4
9696,gamma,inDrop4
9697,alpha,inDrop4
9698,beta,inDrop4
9699,delta,inDrop4
9700,ductal,inDrop4
9701,beta,inDrop4
9702,alpha,inDrop4
9703,ductal,inDrop4
9704,alpha,inDrop4
9705,gamma,inDrop4
9706,beta,inDrop4
9707,beta,inDrop4
9708,beta,inDrop4
9709,ductal,inDrop4
9710,ductal,inDrop4
9711,beta,inDrop4
9712,gamma,inDrop4
9713,ductal,inDrop4
9714,alpha,inDrop4
9715,activated_stellate,inDrop4
9716,ductal,inDrop4
9717,gamma,inDrop4
9718,ductal,inDrop4
9719,alpha,inDrop4
9720,activated_stellate,inDrop4
9721,alpha,inDrop4
9722,beta,inDrop4
9723,beta,inDrop4
9724,macrophage,inDrop4
9725,ductal,inDrop4
9726,alpha,inDrop4
9727,delta,inDrop4
9728,beta,inDrop4
9729,ductal,inDrop4
9730,ductal,inDrop4
9731,ductal,inDrop4
9732,beta,inDrop4
9733,delta,inDrop4
9734,beta,inDrop4
9735,alpha,inDrop4
9736,ductal,inDrop4
9737,beta,inDrop4
9738,ductal,inDrop4
9739,activated_stellate,inDrop4
9740,alpha,inDrop4
9741,beta,inDrop4
9742,delta,inDrop4
9743,beta,inDrop4
9744,beta,inDrop4
9745,delta,inDrop4
9746,beta,inDrop4
9747,alpha,inDrop4
9748,alpha,inDrop4
9749,alpha,inDrop4
9750,ductal,inDrop4
9751,alpha,inDrop4
9752,alpha,inDrop4
9753,beta,inDrop4
9754,ductal,inDrop4
9755,ductal,inDrop4
9756,ductal,inDrop4
9757,alpha,inDrop4
9758,beta,inDrop4
9759,delta,inDrop4
9760,beta,inDrop4
9761,ductal,inDrop4
9762,beta,inDrop4
9763,ductal,inDrop4
9764,beta,inDrop4
9765,alpha,inDrop4
9766,beta,inDrop4
9767,beta,inDrop4
9768,ductal,inDrop4
9769,activated_stellate,inDrop4
9770,ductal,inDrop4
9771,beta,inDrop4
9772,ductal,inDrop4
9773,activated_stellate,inDrop4
9774,ductal,inDrop4
9775,beta,inDrop4
9776,beta,inDrop4
9777,beta,inDrop4
9778,delta,inDrop4
9779,alpha,inDrop4
9780,delta,inDrop4
9781,alpha,inDrop4
9782,ductal,inDrop4
9783,gamma,inDrop4
9784,gamma,inDrop4
9785,alpha,inDrop4
9786,ductal,inDrop4
9787,beta,inDrop4
9788,alpha,inDrop4
9789,alpha,inDrop4
9790,alpha,inDrop4
9791,ductal,inDrop4
9792,ductal,inDrop4
9793,beta,inDrop4
9794,beta,inDrop4
9795,ductal,inDrop4
9796,activated_stellate,inDrop4
9797,beta,inDrop4
9798,ductal,inDrop4
9799,ductal,inDrop4
9800,ductal,inDrop4
9801,acinar,inDrop4
9802,ductal,inDrop4
9803,gamma,inDrop4
9804,alpha,inDrop4
9805,ductal,inDrop4
9806,beta,inDrop4
9807,ductal,inDrop4
9808,gamma,inDrop4
9809,beta,inDrop4
9810,beta,inDrop4
9811,beta,inDrop4
9812,delta,inDrop4
9813,alpha,inDrop4
9814,beta,inDrop4
9815,beta,inDrop4
9816,beta,inDrop4
9817,activated_stellate,inDrop4
9818,ductal,inDrop4
9819,beta,inDrop4
9820,ductal,inDrop4
9821,beta,inDrop4
9822,beta,inDrop4
9823,gamma,inDrop4
9824,beta,inDrop4
9825,gamma,inDrop4
9826,ductal,inDrop4
9827,ductal,inDrop4
9828,beta,inDrop4
9829,beta,inDrop4
9830,alpha,inDrop4
9831,delta,inDrop4
9832,beta,inDrop4
9833,alpha,inDrop4
9834,ductal,inDrop4
9835,delta,inDrop4
9836,alpha,inDrop4
9837,ductal,inDrop4
9838,alpha,inDrop4
9839,ductal,inDrop4
9840,delta,inDrop4
9841,alpha,inDrop4
9842,alpha,inDrop4
9843,beta,inDrop4
9844,ductal,inDrop4
9845,ductal,inDrop4
9846,ductal,inDrop4
9847,beta,inDrop4
9848,ductal,inDrop4
9849,alpha,inDrop4
9850,beta,inDrop4
9851,ductal,inDrop4
9852,alpha,inDrop4
9853,beta,inDrop4
9854,gamma,inDrop4
9855,delta,inDrop4
9856,alpha,inDrop4
9857,ductal,inDrop4
9858,gamma,inDrop4
9859,ductal,inDrop4
9860,beta,inDrop4
9861,beta,inDrop4
9862,beta,inDrop4
9863,ductal,inDrop4
9864,alpha,inDrop4
9865,beta,inDrop4
9866,beta,inDrop4
9867,beta,inDrop4
9868,alpha,inDrop4
9869,alpha,inDrop4
9870,beta,inDrop4
9871,alpha,inDrop4
9872,alpha,inDrop4
9873,beta,inDrop4
9874,beta,inDrop4
9875,alpha,inDrop4
9876,beta,inDrop4
9877,beta,inDrop4
9878,alpha,inDrop4
9879,beta,inDrop4
9880,alpha,inDrop4
9881,delta,inDrop4
9882,beta,inDrop4
9883,beta,inDrop4
9884,alpha,inDrop4
9885,activated_stellate,inDrop4
9886,beta,inDrop4
9887,gamma,inDrop4
9888,alpha,inDrop4
9889,beta,inDrop4
9890,beta,inDrop4
9891,alpha,inDrop4
9892,alpha,inDrop4
9893,activated_stellate,inDrop4
9894,activated_stellate,inDrop4
9895,alpha,inDrop4
9896,beta,inDrop4
9897,alpha,inDrop4
9898,ductal,inDrop4
9899,ductal,inDrop4
9900,beta,inDrop4
9901,beta,inDrop4
9902,gamma,inDrop4
9903,gamma,inDrop4
9904,beta,inDrop4
9905,activated_stellate,inDrop4
9906,ductal,inDrop4
9907,beta,inDrop4
9908,alpha,inDrop4
9909,ductal,inDrop4
9910,alpha,inDrop4
9911,beta,inDrop4
9912,beta,inDrop4
9913,alpha,inDrop4
9914,ductal,inDrop4
9915,beta,inDrop4
9916,alpha,inDrop4
9917,alpha,inDrop4
9918,gamma,inDrop4
9919,delta,inDrop4
9920,alpha,inDrop4
9921,beta,inDrop4
9922,ductal,inDrop4
9923,beta,inDrop4
9924,beta,inDrop4
9925,ductal,inDrop4
9926,beta,inDrop4
9927,ductal,inDrop4
9928,beta,inDrop4
9929,beta,inDrop4
9930,ductal,inDrop4
9931,alpha,inDrop4
9932,ductal,inDrop4
9933,ductal,inDrop4
9934,gamma,inDrop4
9935,alpha,inDrop4
9936,endothelial,inDrop4
9937,ductal,inDrop4
9938,beta,inDrop4
9939,gamma,inDrop4
9940,beta,inDrop4
9941,ductal,inDrop4
9942,alpha,inDrop4
9943,ductal,inDrop4
9944,activated_stellate,inDrop4
9945,gamma,inDrop4
9946,beta,inDrop4
9947,alpha,inDrop4
9948,ductal,inDrop4
9949,beta,inDrop4
9950,ductal,inDrop4
9951,activated_stellate,inDrop4
9952,gamma,inDrop4
9953,ductal,inDrop4
9954,alpha,inDrop4
9955,beta,inDrop4
9956,beta,inDrop4
9957,ductal,inDrop4
9958,beta,inDrop4
9959,beta,inDrop4
9960,delta,inDrop4
9961,gamma,inDrop4
9962,ductal,inDrop4
9963,beta,inDrop4
9964,beta,inDrop4
9965,beta,inDrop4
9966,beta,inDrop4
9967,beta,inDrop4
9968,activated_stellate,inDrop4
9969,beta,inDrop4
9970,alpha,inDrop4
9971,ductal,inDrop4
9972,beta,inDrop4
9973,gamma,inDrop4
9974,ductal,inDrop4
9975,beta,inDrop4
9976,beta,inDrop4
9977,alpha,inDrop4
9978,activated_stellate,inDrop4
9979,beta,inDrop4
9980,alpha,inDrop4
9981,beta,inDrop4
9982,beta,inDrop4
9983,alpha,inDrop4
9984,ductal,inDrop4
9985,beta,inDrop4
9986,alpha,inDrop4
9987,beta,inDrop4
9988,ductal,inDrop4
9989,beta,inDrop4
9990,delta,inDrop4
9991,alpha,inDrop4
9992,beta,inDrop4
9993,alpha,inDrop4
9994,alpha,inDrop4
9995,ductal,inDrop4
9996,beta,inDrop4
9997,alpha,inDrop4
9998,beta,inDrop4
9999,beta,inDrop4
10000,beta,inDrop4
10001,beta,inDrop4
10002,beta,inDrop4
10003,beta,inDrop4
10004,alpha,inDrop4
10005,ductal,inDrop4
10006,endothelial,inDrop4
10007,alpha,inDrop4
10008,delta,inDrop4
10009,beta,inDrop4
10010,alpha,inDrop4
10011,beta,inDrop4
10012,beta,inDrop4
10013,alpha,inDrop4
10014,beta,inDrop4
10015,beta,inDrop4
10016,ductal,inDrop4
10017,beta,inDrop4
10018,alpha,inDrop4
10019,ductal,inDrop4
10020,beta,inDrop4
10021,beta,inDrop4
10022,gamma,inDrop4
10023,beta,inDrop4
10024,beta,inDrop4
10025,ductal,inDrop4
10026,ductal,inDrop4
10027,beta,inDrop4
10028,beta,inDrop4
10029,alpha,inDrop4
10030,alpha,inDrop4
10031,alpha,inDrop4
10032,alpha,inDrop4
10033,activated_stellate,inDrop4
10034,alpha,inDrop4
10035,alpha,inDrop4
10036,alpha,inDrop4
10037,alpha,inDrop4
10038,gamma,inDrop4
10039,ductal,inDrop4
10040,alpha,inDrop4
10041,alpha,inDrop4
10042,beta,inDrop4
10043,beta,inDrop4
10044,beta,inDrop4
10045,ductal,inDrop4
10046,alpha,inDrop4
10047,alpha,inDrop4
10048,beta,inDrop4
10049,alpha,inDrop4
10050,alpha,inDrop4
10051,beta,inDrop4
10052,beta,inDrop4
10053,delta,inDrop4
10054,ductal,inDrop4
10055,alpha,inDrop4
10056,beta,inDrop4
10057,beta,inDrop4
10058,ductal,inDrop4
10059,beta,inDrop4
10060,beta,inDrop4
10061,beta,inDrop4
10062,beta,inDrop4
10063,beta,inDrop4
10064,beta,inDrop4
10065,ductal,inDrop4
10066,beta,inDrop4
10067,alpha,inDrop4
10068,alpha,inDrop4
10069,alpha,inDrop4
10070,alpha,inDrop4
10071,beta,inDrop4
10072,alpha,inDrop4
10073,beta,inDrop4
10074,alpha,inDrop4
10075,gamma,inDrop4
10076,beta,inDrop4
10077,gamma,inDrop4
10078,beta,inDrop4
10079,gamma,inDrop4
10080,beta,inDrop4
10081,beta,inDrop4
10082,alpha,inDrop4
10083,macrophage,inDrop4
10084,ductal,inDrop4
10085,beta,inDrop4
10086,alpha,inDrop4
10087,alpha,inDrop4
10088,beta,inDrop4
10089,beta,inDrop4
10090,delta,inDrop4
10091,beta,inDrop4
10092,beta,inDrop4
10093,beta,inDrop4
10094,beta,inDrop4
10095,alpha,inDrop4
10096,ductal,inDrop4
10097,alpha,inDrop4
10098,alpha,inDrop4
10099,activated_stellate,inDrop4
10100,gamma,inDrop4
10101,beta,inDrop4
10102,beta,inDrop4
10103,ductal,inDrop4
10104,ductal,inDrop4
10105,alpha,inDrop4
10106,beta,inDrop4
10107,alpha,inDrop4
10108,delta,inDrop4
10109,activated_stellate,inDrop4
10110,beta,inDrop4
10111,ductal,inDrop4
10112,alpha,inDrop4
10113,endothelial,inDrop4
10114,beta,inDrop4
10115,beta,inDrop4
10116,ductal,inDrop4
10117,alpha,inDrop4
10118,beta,inDrop4
10119,beta,inDrop4
10120,ductal,inDrop4
10121,beta,inDrop4
10122,ductal,inDrop4
10123,alpha,inDrop4
10124,alpha,inDrop4
10125,alpha,inDrop4
10126,gamma,inDrop4
10127,beta,inDrop4
10128,beta,inDrop4
10129,alpha,inDrop4
10130,beta,inDrop4
10131,gamma,inDrop4
10132,beta,inDrop4
10133,beta,inDrop4
10134,beta,inDrop4
10135,beta,inDrop4
10136,beta,inDrop4
10137,ductal,inDrop4
10138,alpha,inDrop4
10139,beta,inDrop4
10140,beta,inDrop4
10141,beta,inDrop4
10142,beta,inDrop4
10143,beta,inDrop4
10144,alpha,inDrop4
10145,beta,inDrop4
10146,gamma,inDrop4
10147,beta,inDrop4
10148,ductal,inDrop4
10149,alpha,inDrop4
10150,alpha,inDrop4
10151,ductal,inDrop4
10152,gamma,inDrop4
10153,activated_stellate,inDrop4
10154,alpha,inDrop4
10155,alpha,inDrop4
10156,alpha,inDrop4
10157,alpha,inDrop4
10158,alpha,inDrop4
10159,ductal,inDrop4
10160,beta,inDrop4
10161,alpha,inDrop4
10162,beta,inDrop4
10163,activated_stellate,inDrop4
10164,delta,inDrop4
10165,ductal,inDrop4
10166,beta,inDrop4
10167,alpha,inDrop4
10168,gamma,inDrop4
10169,alpha,inDrop4
10170,beta,inDrop4
10171,mast,inDrop4
10172,beta,inDrop4
10173,ductal,inDrop4
10174,beta,inDrop4
10175,ductal,inDrop4
10176,beta,inDrop4
10177,beta,inDrop4
10178,beta,inDrop4
10179,schwann,inDrop4
10180,alpha,inDrop4
10181,ductal,inDrop4
10182,beta,inDrop4
10183,beta,inDrop4
10184,beta,inDrop4
10185,ductal,inDrop4
10186,ductal,inDrop4
10187,beta,inDrop4
10188,ductal,inDrop4
10189,delta,inDrop4
10190,alpha,inDrop4
10191,alpha,inDrop4
10192,quiescent_stellate,inDrop4
10193,beta,inDrop4
10194,beta,inDrop4
10195,activated_stellate,inDrop4
10196,beta,inDrop4
10197,beta,inDrop4
10198,alpha,inDrop4
10199,beta,inDrop4
10200,beta,inDrop4
10201,beta,inDrop4
10202,beta,inDrop4
10203,alpha,inDrop4
10204,beta,inDrop4
10205,beta,inDrop4
10206,activated_stellate,inDrop4
10207,alpha,inDrop4
10208,beta,inDrop4
10209,beta,inDrop4
10210,ductal,inDrop4
10211,beta,smarter
10212,beta,smarter
10213,beta,smarter
10214,beta,smarter
10215,beta,smarter
10216,beta,smarter
10217,beta,smarter
10218,beta,smarter
10219,beta,smarter
10220,beta,smarter
10221,beta,smarter
10222,beta,smarter
10223,beta,smarter
10224,beta,smarter
10225,beta,smarter
10226,beta,smarter
10227,beta,smarter
10228,beta,smarter
10229,beta,smarter
10230,beta,smarter
10231,beta,smarter
10232,beta,smarter
10233,beta,smarter
10234,beta,smarter
10235,beta,smarter
10236,beta,smarter
10237,beta,smarter
10238,beta,smarter
10239,beta,smarter
10240,beta,smarter
10241,beta,smarter
10242,beta,smarter
10243,beta,smarter
10244,beta,smarter
10245,beta,smarter
10246,beta,smarter
10247,beta,smarter
10248,beta,smarter
10249,beta,smarter
10250,beta,smarter
10251,beta,smarter
10252,beta,smarter
10253,beta,smarter
10254,beta,smarter
10255,beta,smarter
10256,beta,smarter
10257,beta,smarter
10258,beta,smarter
10259,beta,smarter
10260,beta,smarter
10261,beta,smarter
10262,beta,smarter
10263,beta,smarter
10264,beta,smarter
10265,beta,smarter
10266,beta,smarter
10267,beta,smarter
10268,beta,smarter
10269,beta,smarter
10270,beta,smarter
10271,beta,smarter
10272,beta,smarter
10273,beta,smarter
10274,beta,smarter
10275,beta,smarter
10276,beta,smarter
10277,beta,smarter
10278,beta,smarter
10279,beta,smarter
10280,beta,smarter
10281,beta,smarter
10282,beta,smarter
10283,beta,smarter
10284,beta,smarter
10285,beta,smarter
10286,beta,smarter
10287,beta,smarter
10288,beta,smarter
10289,beta,smarter
10290,beta,smarter
10291,beta,smarter
10292,beta,smarter
10293,beta,smarter
10294,beta,smarter
10295,beta,smarter
10296,beta,smarter
10297,beta,smarter
10298,beta,smarter
10299,beta,smarter
10300,beta,smarter
10301,beta,smarter
10302,beta,smarter
10303,beta,smarter
10304,beta,smarter
10305,beta,smarter
10306,beta,smarter
10307,beta,smarter
10308,beta,smarter
10309,beta,smarter
10310,beta,smarter
10311,beta,smarter
10312,beta,smarter
10313,beta,smarter
10314,beta,smarter
10315,beta,smarter
10316,beta,smarter
10317,beta,smarter
10318,beta,smarter
10319,beta,smarter
10320,beta,smarter
10321,beta,smarter
10322,beta,smarter
10323,beta,smarter
10324,beta,smarter
10325,beta,smarter
10326,beta,smarter
10327,beta,smarter
10328,beta,smarter
10329,beta,smarter
10330,beta,smarter
10331,beta,smarter
10332,beta,smarter
10333,beta,smarter
10334,beta,smarter
10335,beta,smarter
10336,beta,smarter
10337,beta,smarter
10338,beta,smarter
10339,beta,smarter
10340,beta,smarter
10341,beta,smarter
10342,beta,smarter
10343,beta,smarter
10344,beta,smarter
10345,beta,smarter
10346,beta,smarter
10347,beta,smarter
10348,beta,smarter
10349,beta,smarter
10350,beta,smarter
10351,beta,smarter
10352,beta,smarter
10353,beta,smarter
10354,beta,smarter
10355,beta,smarter
10356,beta,smarter
10357,beta,smarter
10358,beta,smarter
10359,beta,smarter
10360,beta,smarter
10361,beta,smarter
10362,beta,smarter
10363,beta,smarter
10364,beta,smarter
10365,beta,smarter
10366,beta,smarter
10367,beta,smarter
10368,beta,smarter
10369,beta,smarter
10370,beta,smarter
10371,beta,smarter
10372,beta,smarter
10373,beta,smarter
10374,beta,smarter
10375,beta,smarter
10376,beta,smarter
10377,beta,smarter
10378,beta,smarter
10379,beta,smarter
10380,beta,smarter
10381,beta,smarter
10382,beta,smarter
10383,beta,smarter
10384,beta,smarter
10385,beta,smarter
10386,beta,smarter
10387,beta,smarter
10388,beta,smarter
10389,beta,smarter
10390,beta,smarter
10391,beta,smarter
10392,beta,smarter
10393,beta,smarter
10394,beta,smarter
10395,beta,smarter
10396,beta,smarter
10397,beta,smarter
10398,beta,smarter
10399,beta,smarter
10400,beta,smarter
10401,beta,smarter
10402,beta,smarter
10403,beta,smarter
10404,beta,smarter
10405,alpha,smarter
10406,alpha,smarter
10407,alpha,smarter
10408,alpha,smarter
10409,alpha,smarter
10410,alpha,smarter
10411,alpha,smarter
10412,alpha,smarter
10413,alpha,smarter
10414,alpha,smarter
10415,alpha,smarter
10416,alpha,smarter
10417,alpha,smarter
10418,alpha,smarter
10419,alpha,smarter
